Drugname,Price,Search Query,Date,Price_prev,Price Changed,Form,Company,Region,Category
ACCU CHECK INSTANT,1,AC,2024-10-07 15:47:40,2.0,True,Injection,BioTech,North America,Antiviral
ACCU CHECK INSTANT,2,AC,2024-10-07 15:47:40,1.0,True,Ointment,CureWell,Africa,Antiviral
ACCU CHECK INSTANT,2,AC,2024-10-07 15:47:40,1.0,True,Capsule,MedGen,Europe,Vitamin
ACCU CHECK INSTANT,2,AC,2024-10-07 15:47:40,2.0,True,Ointment,MedGen,Asia,Antiviral
ACCU CHECK INSTANT 50 STRIPS,1,AC,2024-10-07 15:47:40,1.0,True,Capsule,MedGen,North America,Vitamin
ACCU CHECK INSTANT 50 STRIPS,1,AC,2024-10-07 15:47:40,1.0,True,Syrup,MediHealth,North America,Vitamin
ACCU CHECK INSTANT 50 STRIPS,1,AC,2024-10-07 15:47:40,1.0,True,Capsule,MediHealth,Europe,Antibiotic
ACCU CHECK INSTANT 50 STRIPS,1,AC,2024-10-07 15:47:40,1.0,True,Ointment,PharmaCorp,Europe,Antibiotic
ACCU CHECK INSTANT شرائط,1,AC,2024-10-07 15:47:40,1.0,True,Ointment,MedGen,Africa,Antiviral
ACCU CHECK INSTANT شرايط سكر,1,AC,2024-10-07 15:47:40,1.0,True,Syrup,CureWell,Africa,Antifungal
ACCU CHECK PERFORMA,1,AC,2024-10-07 15:47:40,1.0,True,Tablet,MediHealth,Middle East,Antibiotic
ACCU CHECK PERFORMA,1,AC,2024-10-07 15:47:40,1.0,True,Tablet,MedGen,Africa,Antibiotic
ACCU CHECK PERFORMA,1,AC,2024-10-07 15:47:40,1.0,True,Ointment,CureWell,Africa,Antiviral
ACCU CHECK PERFORMA,1,AC,2024-10-07 15:47:40,1.0,True,Ointment,CureWell,North America,Antiviral
ACCU CHECK PERFORMA 50 STRIPS,1,AC,2024-10-07 15:47:40,1.0,True,Ointment,CureWell,North America,Antiviral
ACCU CHECK PERFORMA 50 STRIPS,1,AC,2024-10-07 15:47:40,1.0,True,Injection,MediHealth,Europe,Painkiller
ACCU CHECK PERFORMA 50 STRIPS,1,AC,2024-10-07 15:47:40,1.0,True,Injection,MedGen,Asia,Painkiller
ACCU CHECK PERFORMA 50 STRIPS,1,AC,2024-10-07 15:47:40,1.0,True,Capsule,MedGen,North America,Antiviral
ACCU CHECK SOFT CLIX 100 LANCETS,1,AC,2024-10-07 15:47:40,1.0,True,Tablet,CureWell,Middle East,Antibiotic
ACCU CHECK STRIPS,1,AC,2024-10-07 15:47:40,1.0,True,Ointment,MediHealth,Europe,Antifungal
ACCU CHEK 50 TEST,1,AC,2024-10-07 15:47:40,1.0,True,Tablet,PharmaCorp,Europe,Vitamin
ACCU CHEK ACTIVE,1,AC,2024-10-07 15:47:40,1.0,True,Injection,BioTech,North America,Painkiller
ACCU CHEK ACTIVE,1,AC,2024-10-07 15:47:40,1.0,True,Syrup,PharmaCorp,Europe,Antiviral
ACCU CHEK ACTIVE,1,AC,2024-10-07 15:47:40,1.0,True,Ointment,MediHealth,Europe,Antifungal
ACCU CHEK ACTIVE,1,AC,2024-10-07 15:47:40,1.0,True,Tablet,PharmaCorp,Middle East,Painkiller
ACCU CHEK ACTIVE 50,3,AC,2024-10-07 15:47:40,3.0,True,Capsule,MediHealth,Asia,Antifungal
ACCU CHEK ACTIVE BLOOD GLUCOSE,1,AC,2024-10-07 15:47:40,1.0,True,Ointment,MediHealth,Europe,Painkiller
ACCU CHEK INSTAN,1,AC,2024-10-07 15:47:40,1.0,True,Syrup,MedGen,Asia,Antifungal
ACCU CHEK INSTANT,1,AC,2024-10-07 15:47:40,1.0,True,Capsule,CureWell,Europe,Antibiotic
ACCU CHEK INSTANT,1,AC,2024-10-07 15:47:40,1.0,True,Ointment,PharmaCorp,Africa,Vitamin
ACCU CHEK INSTANT,1,AC,2024-10-07 15:47:40,1.0,True,Syrup,BioTech,Asia,Antiviral
ACCU CHEK INSTANT,1,AC,2024-10-07 15:47:40,1.0,True,Ointment,BioTech,Europe,Vitamin
ACCU CHEK INSTANT,1,AC,2024-10-07 15:47:40,1.0,True,Capsule,BioTech,North America,Antibiotic
ACCU CHEK INSTANT,1,AC,2024-10-07 15:47:40,1.0,True,Capsule,BioTech,Africa,Antiviral
ACCU CHEK INSTANT,1,AC,2024-10-07 15:47:40,1.0,True,Syrup,CureWell,Europe,Antifungal
ACCU CHEK INSTANT,1,AC,2024-10-07 15:47:40,1.0,True,Tablet,MedGen,Europe,Antifungal
ACCU CHEK INSTANT,1,AC,2024-10-07 15:47:40,1.0,True,Ointment,PharmaCorp,Africa,Antibiotic
ACCU CHEK INSTANT 50 PCS,1,AC,2024-10-07 15:47:40,1.0,True,Ointment,BioTech,North America,Antiviral
ACCU CHEK INSTANT 50 STRIP,1,AC,2024-10-07 15:47:40,1.0,True,Syrup,MedGen,Middle East,Antifungal
ACCU- CHEK INSTANT 50 STRUP,1,AC,2024-10-07 15:47:40,1.0,True,Injection,MedGen,Asia,Painkiller
ACCU CHEK INSTANT 50T TEST TRAKA,1,AC,2024-10-07 15:47:40,1.0,True,Injection,MedGen,Middle East,Painkiller
ACCU CHEK INSTANT SET,1,AC,2024-10-07 15:47:40,1.0,True,Syrup,CureWell,Europe,Antibiotic
ACCU CHEK INSTANT شرايط,1,AC,2024-10-07 15:47:41,1.0,True,Tablet,BioTech,Asia,Vitamin
ACCU CHEK LANCET,1,AC,2024-10-07 15:47:41,1.0,True,Capsule,MedGen,Europe,Antibiotic
ACCU CHEK PERFORMA,1,AC,2024-10-07 15:47:41,1.0,True,Tablet,CureWell,North America,Antifungal
ACCU -CHEK PERFORMA,1,AC,2024-10-07 15:47:41,1.0,True,Tablet,BioTech,Middle East,Antiviral
ACCU CHEK PERFORMA 50 STRIPS,1,AC,2024-10-07 15:47:41,1.0,True,Ointment,BioTech,North America,Painkiller
ACCU CHEK SOFTCLIX 100 LANCETS,1,AC,2024-10-07 15:47:41,1.0,True,Injection,PharmaCorp,Africa,Antibiotic
ACCU CHEK SOFTEX,1,AC,2024-10-07 15:47:41,1.0,True,Injection,MediHealth,North America,Antibiotic
ACCU FINE NEEDLES 25MM 31G,1,AC,2024-10-07 15:47:41,1.0,True,Injection,PharmaCorp,Europe,Antiviral
ACCU-ACTIVE 50شريط,1,AC,2024-10-07 15:47:41,,True,Tablet,MedGen,Asia,Antiviral
ACCU-CHECK INSTANT 50 ST,1,AC,2024-10-07 15:47:41,1.0,True,Ointment,MediHealth,Middle East,Painkiller
ACCU-CHECK INSTANT 50 TEST STRIPS,1,AC,2024-10-07 15:47:41,1.0,True,Injection,MedGen,Africa,Antifungal
ACCU-CHECK PERFORMA,1,AC,2024-10-07 15:47:41,1.0,True,Tablet,CureWell,Africa,Vitamin
ACCU-CHECK PERFORMA 50 PCS,1,AC,2024-10-07 15:47:41,1.0,True,Syrup,MediHealth,North America,Vitamin
ACCU-CHECK PERFORMA 50 شريط,1,AC,2024-10-07 15:47:41,1.0,True,Syrup,MediHealth,Europe,Antibiotic
ACCU-CHECK PERFORMA 50BANDELETTES,1,AC,2024-10-07 15:47:41,1.0,True,Syrup,CureWell,Asia,Antibiotic
ACCU-CHECK PERFORMA STRIPES,1,AC,2024-10-07 15:47:41,1.0,True,Ointment,MediHealth,North America,Vitamin
ACCU-CHECK SOFTCLIX 100,1,AC,2024-10-07 15:47:41,1.0,True,Ointment,CureWell,Asia,Painkiller
ACCU-CHEK PERFORMA,1,AC,2024-10-07 15:47:41,1.0,True,Syrup,CureWell,Middle East,Vitamin
ACCU-CHEK PERFORMA,1,AC,2024-10-07 15:47:41,1.0,True,Capsule,BioTech,Asia,Vitamin
ACCU-CHEK PERFORMA,1,AC,2024-10-07 15:47:41,1.0,True,Syrup,BioTech,Europe,Antifungal
ACCU-CHEK PERFORMA,1,AC,2024-10-07 15:47:41,1.0,True,Capsule,PharmaCorp,Europe,Antifungal
ACCU-CHEK ACTIVE,1,AC,2024-10-07 15:47:41,1.0,True,Tablet,PharmaCorp,North America,Antifungal
ACCU-CHEK ACTIVE 100STP,1,AC,2024-10-07 15:47:41,1.0,True,Syrup,PharmaCorp,Asia,Antifungal
ACCU-CHEK ACTIVE 25,1,AC,2024-10-07 15:47:41,1.0,True,Tablet,MediHealth,North America,Painkiller
ACCU-CHEK ACTIVE 50,6,AC,2024-10-07 15:47:41,6.0,True,Syrup,BioTech,Africa,Vitamin
ACCU-CHEK ACTIVE 50,6,AC,2024-10-07 15:47:41,4.0,True,Capsule,MediHealth,Europe,Antifungal
ACCU-CHEK ACTIVE 50,6,AC,2024-10-07 15:47:41,1.0,True,Capsule,BioTech,Africa,Antiviral
ACCU-CHEK ACTIVE 50,6,AC,2024-10-07 15:47:41,1.0,True,Syrup,MediHealth,North America,Antifungal
ACCU-CHEK ACTIVE 50,6,AC,2024-10-07 15:47:41,1.0,True,Tablet,PharmaCorp,Middle East,Antiviral
ACCU-CHEK ACTIVE 50,6,AC,2024-10-07 15:47:41,7.0,True,Syrup,MedGen,Africa,Antifungal
ACCU-CHEK ACTIVE 50,6,AC,2024-10-07 15:47:41,1.0,True,Ointment,MediHealth,Africa,Antibiotic
ACCU-CHEK ACTIVE 50,6,AC,2024-10-07 15:47:41,1.0,True,Injection,BioTech,North America,Antibiotic
ACCU-CHEK ACTIVE 50,6,AC,2024-10-07 15:47:41,1.0,True,Syrup,CureWell,Europe,Antibiotic
ACCU-CHEK ACTIVE 50,6,AC,2024-10-07 15:47:41,1.0,True,Capsule,PharmaCorp,Europe,Painkiller
ACCU-CHEK ACTIVE 50,6,AC,2024-10-07 15:47:41,1.0,True,Ointment,CureWell,Asia,Antiviral
ACCU-CHEK ACTIVE 50,6,AC,2024-10-07 15:47:41,1.0,True,Syrup,BioTech,Europe,Antibiotic
ACCU-CHEK ACTIVE 50,6,AC,2024-10-07 15:47:41,1.0,True,Tablet,MedGen,Europe,Antiviral
ACCU-CHEK ACTIVE 50,6,AC,2024-10-07 15:47:41,1.0,True,Syrup,MediHealth,Africa,Antibiotic
ACCU-CHEK ACTIVE 50,6,AC,2024-10-07 15:47:41,1.0,True,Syrup,MedGen,Asia,Painkiller
ACCU-CHEK ACTIVE 50,6,AC,2024-10-07 15:47:41,1.0,True,Ointment,MediHealth,Middle East,Vitamin
ACCU-CHEK ACTIVE 50,6,AC,2024-10-07 15:47:41,2.0,True,Tablet,CureWell,Middle East,Vitamin
ACCU-CHEK ACTIVE 50,6,AC,2024-10-07 15:47:41,1.0,True,Capsule,MediHealth,Middle East,Antifungal
ACCU-CHEK ACTIVE 50,4,AC,2024-10-07 15:47:41,6.0,True,Tablet,CureWell,Europe,Vitamin
ACCU-CHEK ACTIVE 50,4,AC,2024-10-07 15:47:41,4.0,True,Injection,CureWell,Middle East,Vitamin
ACCU-CHEK ACTIVE 50,4,AC,2024-10-07 15:47:41,1.0,True,Syrup,PharmaCorp,Europe,Vitamin
ACCU-CHEK ACTIVE 50,4,AC,2024-10-07 15:47:41,1.0,True,Syrup,MedGen,Europe,Vitamin
ACCU-CHEK ACTIVE 50,4,AC,2024-10-07 15:47:41,1.0,True,Capsule,CureWell,Africa,Vitamin
ACCU-CHEK ACTIVE 50,4,AC,2024-10-07 15:47:41,7.0,True,Ointment,PharmaCorp,Asia,Antiviral
ACCU-CHEK ACTIVE 50,4,AC,2024-10-07 15:47:41,1.0,True,Tablet,PharmaCorp,North America,Painkiller
ACCU-CHEK ACTIVE 50,4,AC,2024-10-07 15:47:41,1.0,True,Capsule,PharmaCorp,Europe,Vitamin
ACCU-CHEK ACTIVE 50,4,AC,2024-10-07 15:47:41,1.0,True,Syrup,MediHealth,Asia,Painkiller
ACCU-CHEK ACTIVE 50,4,AC,2024-10-07 15:47:41,1.0,True,Capsule,MediHealth,Asia,Antibiotic
ACCU-CHEK ACTIVE 50,4,AC,2024-10-07 15:47:41,1.0,True,Capsule,MedGen,Africa,Vitamin
ACCU-CHEK ACTIVE 50,4,AC,2024-10-07 15:47:41,1.0,True,Ointment,MediHealth,Asia,Vitamin
ACCU-CHEK ACTIVE 50,4,AC,2024-10-07 15:47:41,1.0,True,Syrup,MedGen,Asia,Antiviral
ACCU-CHEK ACTIVE 50,4,AC,2024-10-07 15:47:41,1.0,True,Syrup,BioTech,Middle East,Antifungal
ACCU-CHEK ACTIVE 50,4,AC,2024-10-07 15:47:41,1.0,True,Ointment,BioTech,Asia,Antifungal
ACCU-CHEK ACTIVE 50,4,AC,2024-10-07 15:47:41,1.0,True,Tablet,MedGen,Europe,Painkiller
ACCU-CHEK ACTIVE 50,4,AC,2024-10-07 15:47:41,2.0,True,Capsule,MedGen,Asia,Painkiller
ACCU-CHEK ACTIVE 50,4,AC,2024-10-07 15:47:41,1.0,True,Capsule,BioTech,Europe,Vitamin
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:41,6.0,True,Syrup,CureWell,Middle East,Antiviral
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:41,4.0,True,Ointment,MedGen,Middle East,Antibiotic
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:41,1.0,True,Capsule,MedGen,North America,Antibiotic
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:41,1.0,True,Syrup,PharmaCorp,Africa,Antiviral
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:41,1.0,True,Tablet,BioTech,North America,Vitamin
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:41,7.0,True,Ointment,PharmaCorp,Europe,Antibiotic
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:41,1.0,True,Capsule,MedGen,Africa,Antibiotic
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:41,1.0,True,Capsule,MedGen,North America,Antiviral
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:41,1.0,True,Capsule,MediHealth,Europe,Antiviral
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:41,1.0,True,Injection,CureWell,Europe,Antibiotic
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:41,1.0,True,Capsule,CureWell,North America,Painkiller
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:41,1.0,True,Capsule,MediHealth,Europe,Antibiotic
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:41,1.0,True,Ointment,CureWell,Middle East,Vitamin
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:41,1.0,True,Syrup,BioTech,North America,Vitamin
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:41,1.0,True,Capsule,PharmaCorp,Europe,Antiviral
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:41,1.0,True,Injection,MediHealth,Europe,Antifungal
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:41,2.0,True,Syrup,MediHealth,North America,Antifungal
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:41,1.0,True,Syrup,BioTech,Middle East,Painkiller
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:41,6.0,True,Injection,MediHealth,North America,Antifungal
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:41,4.0,True,Capsule,CureWell,North America,Vitamin
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:41,1.0,True,Tablet,MedGen,Africa,Vitamin
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:41,1.0,True,Ointment,MediHealth,Europe,Painkiller
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:41,1.0,True,Tablet,PharmaCorp,North America,Antibiotic
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:41,7.0,True,Syrup,CureWell,Africa,Painkiller
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:41,1.0,True,Capsule,CureWell,Middle East,Antifungal
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:41,1.0,True,Tablet,BioTech,Europe,Antifungal
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:41,1.0,True,Capsule,BioTech,Asia,Painkiller
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:41,1.0,True,Injection,MedGen,Middle East,Vitamin
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:41,1.0,True,Syrup,PharmaCorp,Middle East,Antiviral
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:41,1.0,True,Syrup,BioTech,Middle East,Antiviral
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:41,1.0,True,Capsule,CureWell,Africa,Painkiller
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:41,1.0,True,Ointment,CureWell,North America,Antibiotic
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:41,1.0,True,Capsule,CureWell,Middle East,Painkiller
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:41,1.0,True,Injection,MediHealth,Europe,Antibiotic
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:41,2.0,True,Capsule,CureWell,Africa,Vitamin
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:41,1.0,True,Injection,BioTech,Europe,Antifungal
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:41,6.0,True,Injection,MediHealth,Africa,Antiviral
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:41,4.0,True,Ointment,CureWell,Europe,Antiviral
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:41,1.0,True,Tablet,PharmaCorp,Asia,Antifungal
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:41,1.0,True,Capsule,MedGen,Europe,Antiviral
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:41,1.0,True,Ointment,CureWell,North America,Antiviral
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:41,7.0,True,Tablet,PharmaCorp,North America,Antiviral
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:41,1.0,True,Syrup,BioTech,Europe,Antibiotic
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:41,1.0,True,Tablet,PharmaCorp,North America,Antiviral
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:41,1.0,True,Capsule,CureWell,Asia,Antifungal
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:41,1.0,True,Capsule,MediHealth,North America,Vitamin
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:41,1.0,True,Capsule,BioTech,Africa,Painkiller
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:41,1.0,True,Injection,BioTech,Asia,Painkiller
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:41,1.0,True,Syrup,MediHealth,Europe,Antiviral
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:41,1.0,True,Tablet,PharmaCorp,Africa,Painkiller
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:41,1.0,True,Syrup,PharmaCorp,Africa,Antiviral
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:41,1.0,True,Ointment,PharmaCorp,Africa,Antifungal
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:41,2.0,True,Capsule,MediHealth,Asia,Antiviral
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:41,1.0,True,Injection,BioTech,Europe,Vitamin
ACCU-CHEK ACTIVE 50,7,AC,2024-10-07 15:47:41,6.0,True,Capsule,PharmaCorp,Europe,Antiviral
ACCU-CHEK ACTIVE 50,7,AC,2024-10-07 15:47:41,4.0,True,Ointment,CureWell,Middle East,Antibiotic
ACCU-CHEK ACTIVE 50,7,AC,2024-10-07 15:47:41,1.0,True,Syrup,CureWell,Europe,Antibiotic
ACCU-CHEK ACTIVE 50,7,AC,2024-10-07 15:47:41,1.0,True,Syrup,MediHealth,North America,Antiviral
ACCU-CHEK ACTIVE 50,7,AC,2024-10-07 15:47:41,1.0,True,Ointment,PharmaCorp,Asia,Vitamin
ACCU-CHEK ACTIVE 50,7,AC,2024-10-07 15:47:41,7.0,True,Ointment,BioTech,Middle East,Painkiller
ACCU-CHEK ACTIVE 50,7,AC,2024-10-07 15:47:41,1.0,True,Tablet,PharmaCorp,Asia,Antiviral
ACCU-CHEK ACTIVE 50,7,AC,2024-10-07 15:47:41,1.0,True,Capsule,BioTech,Europe,Antibiotic
ACCU-CHEK ACTIVE 50,7,AC,2024-10-07 15:47:41,1.0,True,Injection,MedGen,Asia,Antifungal
ACCU-CHEK ACTIVE 50,7,AC,2024-10-07 15:47:41,1.0,True,Tablet,CureWell,Asia,Antifungal
ACCU-CHEK ACTIVE 50,7,AC,2024-10-07 15:47:41,1.0,True,Capsule,MedGen,Europe,Vitamin
ACCU-CHEK ACTIVE 50,7,AC,2024-10-07 15:47:41,1.0,True,Capsule,PharmaCorp,Europe,Painkiller
ACCU-CHEK ACTIVE 50,7,AC,2024-10-07 15:47:41,1.0,True,Tablet,MedGen,Middle East,Painkiller
ACCU-CHEK ACTIVE 50,7,AC,2024-10-07 15:47:41,1.0,True,Syrup,BioTech,Africa,Antiviral
ACCU-CHEK ACTIVE 50,7,AC,2024-10-07 15:47:41,1.0,True,Injection,MediHealth,Africa,Vitamin
ACCU-CHEK ACTIVE 50,7,AC,2024-10-07 15:47:41,1.0,True,Ointment,CureWell,Middle East,Antifungal
ACCU-CHEK ACTIVE 50,7,AC,2024-10-07 15:47:41,2.0,True,Capsule,PharmaCorp,North America,Antibiotic
ACCU-CHEK ACTIVE 50,7,AC,2024-10-07 15:47:41,1.0,True,Syrup,CureWell,Middle East,Painkiller
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:42,6.0,True,Syrup,PharmaCorp,Middle East,Antifungal
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:42,4.0,True,Ointment,MedGen,Europe,Vitamin
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:42,1.0,True,Ointment,MediHealth,Middle East,Vitamin
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:42,1.0,True,Tablet,MedGen,Europe,Painkiller
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:42,1.0,True,Capsule,BioTech,North America,Antifungal
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:42,7.0,True,Syrup,MedGen,Europe,Antiviral
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:42,1.0,True,Tablet,MedGen,Africa,Antiviral
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:42,1.0,True,Ointment,MedGen,Middle East,Antibiotic
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:42,1.0,True,Tablet,MediHealth,Europe,Antiviral
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:42,1.0,True,Ointment,CureWell,North America,Antiviral
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:42,1.0,True,Tablet,BioTech,Asia,Vitamin
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:42,1.0,True,Injection,PharmaCorp,Middle East,Antifungal
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:42,1.0,True,Tablet,PharmaCorp,North America,Antibiotic
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:42,1.0,True,Injection,MedGen,Middle East,Antifungal
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:42,1.0,True,Ointment,MediHealth,Middle East,Antiviral
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:42,1.0,True,Injection,CureWell,North America,Painkiller
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:42,2.0,True,Capsule,BioTech,North America,Antibiotic
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:42,1.0,True,Syrup,PharmaCorp,North America,Antibiotic
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:42,6.0,True,Injection,PharmaCorp,North America,Antiviral
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:42,4.0,True,Ointment,CureWell,North America,Antiviral
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:42,1.0,True,Ointment,PharmaCorp,Europe,Antiviral
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:42,1.0,True,Tablet,BioTech,Asia,Antiviral
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:42,1.0,True,Tablet,MediHealth,Africa,Antiviral
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:42,7.0,True,Injection,MediHealth,Africa,Antifungal
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:42,1.0,True,Injection,MedGen,Europe,Painkiller
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:42,1.0,True,Ointment,CureWell,Middle East,Painkiller
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:42,1.0,True,Capsule,MedGen,Europe,Antibiotic
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:42,1.0,True,Injection,MedGen,Europe,Antifungal
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:42,1.0,True,Tablet,BioTech,Middle East,Antibiotic
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:42,1.0,True,Ointment,BioTech,Europe,Antifungal
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:42,1.0,True,Ointment,BioTech,Asia,Antiviral
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:42,1.0,True,Syrup,MedGen,North America,Painkiller
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:42,1.0,True,Tablet,CureWell,Asia,Antiviral
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:42,1.0,True,Injection,MediHealth,Asia,Vitamin
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:42,2.0,True,Tablet,BioTech,Europe,Antibiotic
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:42,1.0,True,Injection,CureWell,North America,Antiviral
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:42,6.0,True,Tablet,MedGen,North America,Antiviral
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:42,4.0,True,Injection,BioTech,North America,Painkiller
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:42,1.0,True,Capsule,BioTech,North America,Antiviral
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:42,1.0,True,Tablet,MediHealth,Africa,Antibiotic
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:42,1.0,True,Injection,CureWell,Middle East,Antifungal
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:42,7.0,True,Tablet,PharmaCorp,North America,Painkiller
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:42,1.0,True,Injection,MediHealth,North America,Antifungal
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:42,1.0,True,Ointment,MedGen,North America,Antifungal
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:42,1.0,True,Tablet,BioTech,Middle East,Antiviral
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:42,1.0,True,Injection,CureWell,Europe,Antibiotic
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:42,1.0,True,Syrup,CureWell,Europe,Antifungal
ACCU-CHEK ACTIVE 50,1,AC,2024-10-07 15:47:42,1.0,True,Ointment,PharmaCorp,Europe,Vitamin
